exerciseNumber,puzzleId,difficulty,game,solutionSequence,moveCount,extractionConfidence,sourcePdfPage
1007,advanced-1007,advanced,"Mikhail Botvinnik - Andrey Batuyev, Leningrad 1930","[""Nxf7"", ""Rxf7"", ""Kxf7"", ""Bxe6+"", ""Qxe6+"", ""Kg6"", ""Ke8"", ""d5"", ""Rxc3"", ""Qb5+"", ""Nd7"", ""Rxc3+"", ""Qxe6"", ""Qf8"", ""Ned5"", ""Nxd5"", ""Nxd5"", ""Rxc1"", ""Nxf6+""]",19,low,351
1008,advanced-1008,advanced,"Andor Lilienthal - Vassily Smyslov, Leningrad/Moscow 1939","[""Nxb5"", ""cxb5"", ""Bc7"", ""Qd7"", ""Bf5"", ""Nf6"", ""Ne6"", ""Bxh7+""]",8,medium,351
1009,advanced-1009,advanced,"Vassily Smyslov - Goesta Stoltz, Bucharest 1953","[""b4"", ""cxb4"", ""axb4"", ""Bxb4"", ""Ncd5+"", ""Nxd5"", ""Nxd5+"", ""exd5"", ""Bxb4+""]",9,medium,351
1010,advanced-1010,advanced,"Vassily Smyslov - Leonid Stein, Moscow 1969","[""Bxf7+"", ""Kxf7"", ""Kh8+"", ""Qf3+"", ""Bf5"", ""Nxf5"", ""gxf5"", ""Qxf5+"", ""Kg8"", ""Qxe4"", ""Qxd2""]",11,medium,351
1011,advanced-1011,advanced,"Vassily Smyslov - Dragoljub Minic, Kapfenberg 1970","[""Rf7"", ""b6"", ""Rxe5"", ""Nxb6"", ""Rc7+"", ""b7"", ""Rae8"", ""Rc8+"", ""Qxe5"", ""Rf8+"", ""Kg7"", ""Rxf8"", ""Qxe5+""]",13,low,352
1012,advanced-1012,advanced,"Vassily Smyslov - William Addison, Palma de Mallorca 1970","[""Qf7"", ""Rxf3+"", ""Qh5+"", ""Qf1+""]",4,medium,352
1013,advanced-1013,advanced,"Georgy Borisenko - Mikhail Tal, Leningrad 1956","[""Nxe6"", ""Qxd1"", ""fxe6"", ""Qxd7"", ""Nxd7"", ""Bxe6+""]",6,medium,352
1014,advanced-1014,advanced,"Janusz Szukszta - Mikhail Tal, Uppsala (blitz) 1956","[""Ng4+"", ""fxg4"", ""Bxd4"", ""Qd5"", ""Rxd4"", ""Qxd4"", ""Qd5"", ""Re2+"", ""Qf6+""]",9,medium,353
1015,advanced-1015,advanced,"Mikhail Tal - Aleksandrs Koblencs, Riga 1957","[""R1h6"", ""Rf6+"", ""gxf6"", ""Bh6+"", ""d3"", ""gxh6"", ""Bxh6+"", ""Ke8"", ""Qxg8#""]",9,medium,353
1016,advanced-1016,advanced,"Mikhail Tal - Konstantin Klaman, Moscow 1957","[""Rxe7+"", ""Kxe7"", ""Re1+"", ""Kd8"", ""Be6"", ""Nxe6""]",6,medium,353
1017,advanced-1017,advanced,"Mikhail Tal - Aleksandrs Koblencs, Moscow 1960","[""Qxe7+"", ""Be5"", ""Kxe7"", ""Nf5+"", ""Ke8"", ""Ke6"", ""Nxg7+"", ""Ke7"", ""Bd6+"", ""Nxg7+"", ""Kf8"", ""Bd6+"", ""Kxg7"", ""Kg8"", ""Rg1"", ""Qc3+"", ""Rd2"", ""Qa1+"", ""Rd1"", ""Rg1+"", ""Ng4"", ""Kh6"", ""Bf4+"", ""Kh5"", ""Be2+"", ""Ng4"", ""Rxg4"", ""Kh4"", ""Bg5+"", ""Kxh3"", ""Kf1"", ""Rxg4+"", ""Kf6"", ""Rf4+""]",34,low,353
1018,advanced-1018,advanced,"Mikhail Tal - Aleksandrs Koblencs, Riga 1961","[""Be5"", ""Qxe6"", ""fxe6"", ""Kxg6"", ""Rf1"", ""Nh7"", ""Rhe8"", ""Rxf6+"", ""Bxh8"", ""Rxh8"", ""Rf8"", ""Be5"", ""Rxf8"", ""Nxf8"", ""e8=Q+""]",15,low,353
1019,advanced-1019,advanced,"Jan Hein Donner - Mikhail Tal, Bled 1961","[""f3"", ""Bxf3"", ""Qxg4"", ""Nf6+""]",4,medium,354
1020,advanced-1020,advanced,"Larry Evans - Mikhail Tal, Amsterdam 1964","[""f5+"", ""h5+"", ""gxh6"", ""f5+"", ""Kxf5"", ""Qf3+"", ""Kg5"", ""Qf6+"", ""Qxf6"", ""gxf6+"", ""Kxf6"", ""Rxb8"", ""h7+"", ""Kxh7"", ""d6"", ""Rf8+"", ""Ke7"", ""Rf1"", ""d7"", ""Re1+"", ""gxf6"", ""h5+"", ""Kxh5"", ""Qf3+"", ""Kg5"", ""Qxf6+"", ""Qg2+"", ""Kf5"", ""Kh5"", ""Kh7"", ""Rxb8"", ""fxg7"", ""Re5+"", ""Qxe5"", ""Qg6#"", ""g6+"", ""Kf4"", ""Qh2+"", ""Qxf6"", ""gxf6+"", ""Kxf6"", ""Rxb8"", ""Ke7"", ""Rb7+"", ""Ke8"", ""Rh7"", ""d6"", ""Rxh4"", ""d7"", ""Re4+"", ""Kd8"", ""Kf7"", ""Kc7"", ""Rc4+"", ""Kb6"", ""Ke7""]",56,low,354
1021,advanced-1021,advanced,"Mikhail Tal - Bjorn Brinck Claussen, Havana (ol) 1966","[""Ra8"", ""Bxa2"", ""Rxa8"", ""Bxd5+"", ""Qxd5+"", ""Kf8"", ""Bxa8""]",7,medium,354
1022,advanced-1022,advanced,"Mikhail Tal - Bukhuti Gurgenidze, Alma-Ata 1968","[""Rxh7"", ""Qxe5"", ""Bg7"", ""Bf6"", ""Bxf6"", ""Nxf6"", ""exf6"", ""Kxh7"", ""Rh1+"", ""Kg8"", ""Qh4"", ""exf6"", ""Nxf6"", ""Qxg6+"", ""fxg6"", ""Rxc7""]",16,low,354
1023,advanced-1023,advanced,"Mikhail Tal - Tigran Petrosian, Moscow 1974","[""Qf4"", ""h4"", ""Qd3"", ""Qf5"", ""Qxf5"", ""gxf5"", ""Rxe8"", ""Rxe8"", ""Bxf7+"", ""Kf8"", ""Bxe8"", ""Kxe8"", ""Ne6"", ""Be5"", ""Re1"", ""Nd7"", ""Rxd7"", ""Bxd7"", ""Qxd7"", ""Qh4""]",20,low,355
1024,advanced-1024,advanced,"Mikhail Tal - Krunoslav Hulak, Novi Sad 1974","[""d5"", ""Ke6"", ""b5+"", ""cxd5"", ""b5"", ""dxc4"", ""bxa6"", ""c3"", ""a7"", ""c2"", ""a8=Q"", ""c1=Q""]",12,medium,355
1025,advanced-1025,advanced,"Mikhail Tal - N.N., East Berlin (simul) 1975","[""Bxe7"", ""Bxh7+"", ""Bf4"", ""Ncxd3"", ""cxd3"", ""f6"", ""Nxe5"", ""fxe5"", ""Bxe5"", ""Nxf3"", ""Rxf3"", ""Qxe7"", ""Bxh7+"", ""Kxh7"", ""Rh3+"", ""Nf5"", ""Qg5"", ""Rh3+"", ""Kg6"", ""Rg3+"", ""Kg8"", ""Kg6"", ""Qh5+"", ""Kf6"", ""Rf1#"", ""Nf5"", ""Qg5"", ""Qh5"", ""Qxh5"", ""Ne7+"", ""Kh7"", ""Rxh5#""]",32,low,355
1026,advanced-1026,advanced,"Alexander Beliavsky - Mikhail Tal, Moscow 1981","[""Rd5"", ""Rc2"", ""g6"", ""hxg7"", ""Rxd2"", ""Rh8+"", ""Kxg7"", ""Rh7+"", ""Kxh7"", ""Qh5+"", ""Kg8"", ""Qxg5+"", ""Ng6"", ""Qxa5"", ""Rxf2"", ""Rxd5"", ""cxd5"", ""Qxe5"", ""gxh6"", ""f6"", ""Qxe6+"", ""Rf7"", ""h7+"", ""Kh8"", ""Qxf7+"", ""Rxh6"", ""Nh5"", ""f6"", ""Qxe6+"", ""Rf7"", ""Nh5"", ""f6"", ""cxd5"", ""Qxd5"", ""Ng6"", ""hxg7"", ""Kxg7"", ""Nh5+"", ""Kg8"", ""Qf3"", ""f5"", ""Qe3+"", ""hxg7"", ""Kxg7"", ""Nh5+"", ""Kg6"", ""Nf4+"", ""gxf4"", ""Qh5+"", ""Kf6"", ""Qh4+"", ""Kf5"", ""Qh5+"", ""Ke4"", ""Kf6"", ""Qh4+"", ""Qe2+""]",57,low,355
1027,advanced-1027,advanced,"Mikhail Tal - Bodo Schmidt, Porz 1982","[""Nxf7"", ""Bxg6"", ""fxg6"", ""Nfxe6+"", ""Kg8"", ""Rxf8+"", ""Qxf8"", ""Nh7"", ""Rxh7"", ""Qxg6+"", ""Rg7"", ""Nxf8"", ""Rxg6"", ""Nxg6"", ""Rxf7"", ""Qxf7"", ""Nh5+""]",17,low,355
1028,advanced-1028,advanced,"Garry Kasparov - Mikhail Tal, Brussels 1987","[""Nxg7"", ""Qg3"", ""Qg5"", ""Rg4"", ""Qe3+"", ""Rg4"", ""g5"", ""fxg6"", ""Bxg4"", ""gxf7+"", ""Nxf7"", ""Nf6+"", ""Kg7"", ""Nxg4"", ""f6"", ""g6"", ""Ne4"", ""Kxg7"", ""f6+"", ""Kh8"", ""Qh4""]",21,low,356
1029,advanced-1029,advanced,"Boris Spassky - Tigran Petrosian, Moscow 1955","[""Rd7+"", ""Qxh7"", ""Nxh7"", ""Rd7+"", ""Qxd7"", ""cxd7"", ""Bg7"", ""Qxd7"", ""Nxd7"", ""Qxh7+""]",10,medium,356
1030,advanced-1030,advanced,"Svetozar Gligoric - Tigran Petrosian, Leningrad 1957","[""Nxf7"", ""g4"", ""Bg6"", ""h4"", ""Bxe5"", ""dxe5"", ""a4"", ""Bc4"", ""Nb6"", ""c2"", ""Kxf7"", ""g4"", ""Qf6"", ""Bg6"", ""Qxe6+""]",15,low,356
1031,advanced-1031,advanced,"Tigran Petrosian - Hector Rossetto, Portoroz 1958","[""g5"", ""Nf5"", ""fxe5"", ""Qf6+""]",4,medium,356
1032,advanced-1032,advanced,"Tigran Petrosian - Felix Ignatiev, Moscow 1958","[""Qh6+"", ""d8=Q"", ""Rxd8"", ""Qxd8"", ""Ne2+"", ""Rxe2"", ""Qd1+"", ""Kh2"", ""Bxg2"", ""Kxg2"", ""Qxe2"", ""Qe7"", ""Raa8"", ""gxf3"", ""Rxd7"", ""Rxc3"", ""Qxd4"", ""h8"", ""Kg8"", ""Qxf8+"", ""Bg5"", ""Qxd4"", ""Kxf8"", ""d8=Q+""]",24,low,356
1033,advanced-1033,advanced,"Borge Andersen - Tigran Petrosian, Copenhagen 1960","[""Nxe4"", ""Nxe4"", ""Bf5"", ""Rf1+"", ""Kc2"", ""Bf5"", ""Qg2"", ""Rxc4"", ""Rc8"", ""Qd3"", ""Ra1"", ""Qh4"", ""Qa5"", ""Rxc4"", ""Qe1"", ""Qc2"", ""Qh4"", ""Rxc4"", ""Rac8"", ""Nf3"", ""Rxc4"", ""Nxh4"", ""Bxe4""]",23,low,357
1034,advanced-1034,advanced,"Tigran Petrosian - Lev Polugaevsky, Moscow 1963","[""Rxd8+"", ""Kxd8"", ""Qb8+"", ""Bxe6"", ""Qc2+"", ""Kf3"", ""Qc6+"", ""Qe4"", ""Qxe4+"", ""Kxe4"", ""Nxf6+"", ""Ke5"", ""Ke7"", ""Bh3"", ""Qc8"", ""Kd7"", ""Qxg8+""]",17,low,357
1035,advanced-1035,advanced,"Tigran Petrosian - Borislav Ivkov, Hamburg 1965","[""e7"", ""Qf4+"", ""Kc8"", ""Kb6"", ""Rg8+"", ""Rd8"", ""Re5"", ""Ra5"", ""Qf4+"", ""Kd7"", ""Kb6"", ""Qb4+"", ""Ka6"", ""Qxa5+""]",14,low,357
1036,advanced-1036,advanced,"Tigran Petrosian - Boris Spassky, Moscow (12) 1966","[""Nf3"", ""Bxe4"", ""fxe3"", ""Nf3"", ""Rxf3"", ""exd3"", ""exf3"", ""Bd2""]",8,medium,357
1037,advanced-1037,advanced,"Bent Larsen - Tigran Petrosian, Santa Monica 1966","[""Qh6"", ""Bxe6"", ""Rh3"", ""Rxf6"", ""exf6"", ""Bg7"", ""Qxg6"", ""Qh4"", ""f5"", ""Nf4"", ""Nc7"", ""Qxg7+"", ""Kxg7"", ""Rg5+"", ""Kh6"", ""Rh3#""]",16,low,358
1038,advanced-1038,advanced,"Tigran Petrosian - Heikki Westerinen, Palma de Mallorca 1968","[""f5"", ""hxg5"", ""Bxf5"", ""Bxf6"", ""Rxe2"", ""Qd8+"", ""Bxe2+"", ""Qf8"", ""Qxf8+"", ""Kxf8"", ""Bxg7+"", ""Bxe2"", ""Rd8+"", ""Re8"", ""Bxg7+"", ""Kxg7"", ""Rxe8+"", ""Kxg7"", ""Bxe2+"", ""gxf5"", ""Bxh6+""]",21,low,358
1039,advanced-1039,advanced,"Boris Spassky - Tigran Petrosian, Moscow (5) 1969","[""Nc6"", ""Qe5"", ""Qd6"", ""Qxd6"", ""Nxd6"", ""Rc7"", ""Re8"", ""Qxd4"", ""Nd6"", ""Nxd8"", ""Ne7+"", ""Kh8"", ""Ng6+"", ""Kg8"", ""fxg6"", ""Qxf8+"", ""Rxf8"", ""Rxf8+"", ""Kh7"", ""d8=Q+"", ""Nxf8"", ""Nxf5"", ""Rxd8"", ""Qxd8"", ""Re8+"", ""Rxd8"", ""Rxd8"", ""Nxd8"", ""Nxf5"", ""Nb7"", ""Kh7"", ""d8=Q"", ""Qxb7"", ""g4"", ""Nxf5"", ""Nc6""]",36,low,358
1040,advanced-1040,advanced,"Tigran Petrosian - Boris Spassky, Moscow (8) 1969","[""Rxd3"", ""a3"", ""R3c4"", ""Rxd3"", ""Qxf2+"", ""Kh2"", ""Kh1"", ""Ng3+"", ""Kh2"", ""Nf1+"", ""Kh1"", ""Nxe3"", ""Qg3+"", ""Kg1"", ""Qf2+"", ""Kh2"", ""Qg3+"", ""Kg1"", ""Nf2""]",19,low,358
1041,advanced-1041,advanced,"Drazen Marovic - Tigran Petrosian, Amsterdam 1973","[""Nxe4"", ""Bf3"", ""Be5+"", ""exf3"", ""Nxf3"", ""Kh1"", ""Qh6"", ""fxe4"", ""Bxe4"", ""Qe6"", ""Be5+"", ""Kh1"", ""Qe6"", ""Re3"", ""Rg6"", ""Rg4+"", ""Qh6"", ""Bg5"", ""Qe6"", ""Qh4""]",20,low,359
1042,advanced-1042,advanced,"Tigran Petrosian - Yuri Balashov, Soviet Union 1974","[""Qe4"", ""Bxf7+"", ""Kxf7"", ""Qc4+"", ""Kg7"", ""Kg7"", ""Bxg5"", ""Qxg6+"", ""Kf8"", ""Qxg5+""]",10,medium,359
1043,advanced-1043,advanced,"Robert Hübner - Tigran Petrosian, Biel 1976","[""Nf6+"", ""Bxd5"", ""Rxd5"", ""Rxd5"", ""Nb4"", ""Rc5"", ""Rxd5"", ""Rxd5"", ""Bxd5"", ""Nb4"", ""Bc4"", ""Nd3"", ""Kh8"", ""Bxf6"", ""exf6"", ""Qxf6"", ""Qf8"", ""Rxd5"", ""Rxd5"", ""Bxd5"", ""Nb4"", ""Bxb7"", ""Rxc1"", ""Rxc1+""]",24,low,359
1044,advanced-1044,advanced,"John Fedorowicz - Tigran Petrosian, Hastings 1977","[""Rxf7"", ""Qxg6"", ""Nxc3"", ""Nxd6+"", ""Bxd6"", ""Rxd6"", ""Ne2+"", ""Kd1"", ""Ra6"", ""Rxf7"", ""Qg8+"", ""Rf8"", ""Bf8"", ""Nxe4"", ""Bxe4"", ""Nxd6+""]",16,low,359
1045,advanced-1045,advanced,"Borislav Ivkov - Tigran Petrosian, Teslic 1979","[""Ne4"", ""Nxe6"", ""Qxe6"", ""Bc4"", ""Qxc4"", ""Rxc4"", ""Re1#"", ""Nd7"", ""Rf7"", ""Bc4"", ""Nxf6+"", ""Nxf6"", ""Bc4"", ""Ng4"", ""Qb2"", ""Nxf6+"", ""Bxe6"", ""Ra1"", ""Nxf6+"", ""Kh8"", ""Rf1"", ""Nxf6"", ""Bxe6"", ""Ra1"", ""Bxf7+"", ""Kxf7"", ""Qxh7+"", ""Ke8"", ""Ke6"", ""Re3+"", ""Kd5"", ""Qf7+"", ""Kd6"", ""Qe7+"", ""Kd5"", ""Qe5#""]",36,low,360
1046,advanced-1046,advanced,"Mikhail Vvedensky - Boris Spassky, Leningrad 1952","[""Nxe4"", ""Qxe3"", ""Qxh4+"", ""Kg2"", ""Bxf4"", ""Rxg7"", ""Rxf4"", ""Rg6"", ""Rxe4"", ""Rxg7"", ""Qxg7"", ""Rxg7"", ""Kxg7"", ""Qg1+"", ""Qg3+"", ""Kf7"", ""Bxf6"", ""Nf5"", ""Kf7"", ""Bxf6"", ""Bh5+"", ""Kxf6"", ""Qg5+"", ""Kf7"", ""Bh5+"", ""Kf8"", ""Qf6+"", ""Kg8"", ""Bf7+""]",29,low,360
1047,advanced-1047,advanced,"Boris Spassky - Klaus Darga, Varna (ol) 1962","[""Nxe6"", ""fxe6"", ""Qg4"", ""Qc4"", ""Qb6"", ""Qxa4+"", ""Qxa4+"", ""Qxa4+"", ""Qb5"", ""Qg4"", ""Qg4"", ""Ke7"", ""Qh4+"", ""Ke8"", ""Qg4+"", ""Qg4"", ""Qc6"", ""Qe7"", ""Qxa4+"", ""Rf8"", ""Qxe6+"", ""Be7"", ""Rxf8+"", ""Kxf8""]",24,low,360
1048,advanced-1048,advanced,"Boris Spassky - Lothar Zinn, Marianske Lazne 1962","[""Nxf7"", ""Kxf7"", ""Nxd6""]",3,medium,361
1049,advanced-1049,advanced,"Bent Larsen - Boris Spassky, Malmo 1968","[""a5"", ""dxe4"", ""bxa5"", ""Bb2"", ""Qa4"", ""Be2""]",6,medium,361
1050,advanced-1050,advanced,"Boris Spassky - Robert Hübner, Solingen (4) 1977","[""d6"", ""Rxb8"", ""Rxb8"", ""Ba5"", ""Rd8"", ""Bxc7"", ""Rxd5"", ""Ra8"", ""Rxb5"", ""dxe7"", ""Rxc5"", ""exd8=Q+""]",12,medium,361
1051,advanced-1051,advanced,"Julian Hodgson - Boris Spassky, Brussels 1985","[""Nxd6"", ""e4"", ""Qxd6"", ""Qxf5+""]",4,medium,361
1052,advanced-1052,advanced,"Pia Cramling - Boris Spassky, London 1996","[""Nxf5"", ""Bxg4"", ""fxg4"", ""Nxh3"", ""Kxf5"", ""Rf2+""]",6,medium,362
1053,advanced-1053,advanced,"Robert Sobel - Robert Fischer, Montreal 1956","[""h4"", ""Qxh4"", ""Rh1"", ""Qg5"", ""Rxh7+"", ""Nxf6"", ""Rd2+"", ""Kf8"", ""Kxh7"", ""Nxf6+"", ""Kg7"", ""Ne4+""]",12,medium,362
1054,advanced-1054,advanced,"Osvaldo Bazan - Robert Fischer, Mar del Plata 1960","[""Qf4"", ""Rxc4"", ""Qxf4"", ""Ne2+"", ""Kh1"", ""Nxf4""]",6,medium,362
1055,advanced-1055,advanced,"Robert Fischer - Paul Keres, Curacao 1962","[""Rxd8+"", ""Bxc4"", ""bxc4"", ""Rxd1"", ""Bxe6+"", ""Bxd8"", ""Qxd8"", ""e5"", ""Bxc4"", ""Bxc4"", ""bxc4"", ""Qe5+""]",12,medium,362
1056,advanced-1056,advanced,"Robert Fischer - O. Celle, Davis (simul) 1964","[""Nf5+"", ""gxf5"", ""Ke8"", ""Ng7+""]",4,medium,362
1057,advanced-1057,advanced,"Robert Fischer - Marcos Haskins, Denver (simul) 1964","[""Rc8+"", ""Rc1"", ""Nc2"", ""Rxc2"", ""a1=Q"", ""Rc8+"", ""Kd7"", ""Rxh8"", ""Qd4+"", ""Kg3"", ""Kg2"", ""Qd2+"", ""Kh3"", ""Kg3"", ""Qe1+"", ""Qe3+"", ""Qg1+"", ""Kd7"", ""Ke7"", ""Rxh8"", ""Rc7+"", ""Ke8"", ""Ra7+"", ""Rxh8"", ""a1=Q"", ""Rd8+"", ""Kxd8"", ""h8=Q+"", ""Kd7"", ""Kc7"", ""Nxf7"", ""Ne4"", ""Qb2+"", ""Kg3"", ""Qb3+"", ""Kh4"", ""Nf3+"", ""Kh5"", ""Qc2"", ""Qb2+"", ""Kg3""]",41,low,363
1058,advanced-1058,advanced,"Robert Fischer - Eldis Cobo Arteaga, Havana 1965","[""Rxe7"", ""Qg3"", ""Rxe7"", ""Bxf6+""]",4,medium,363
1059,advanced-1059,advanced,"Robert Fischer - Mark Taimanov, Vancouver (4) 1971","[""Be8"", ""Kd8"", ""Bxg6"", ""Kxb6"", ""Kxe8"", ""Kxc5"", ""Kd7"", ""b4"", ""axb4"", ""cxb4"", ""Nc6"", ""a5"", ""Kc7"", ""a6"", ""Na7"", ""b5"", ""Nc8"", ""Nxg6"", ""Kxb6"", ""Kd7"", ""Kxc5""]",21,low,363
1060,advanced-1060,advanced,"Jan Timman - Anatoly Karpov, Montreal 1979","[""Nxh2"", ""c5""]",2,medium,363
1061,advanced-1061,advanced,"Anatoly Karpov - Gyula Sax, Linares 1983","[""Re7"", ""Qa8+"", ""Qb8"", ""Re4"", ""Rd1+"", ""Qxe7"", ""Qa8+"", ""Kc7"", ""Qa7+"", ""Kd8"", ""Kc8"", ""Qxe7+""]",12,medium,364
1062,advanced-1062,advanced,"Luc Winants - Anatoly Karpov, Brussels 1988","[""Nc4"", ""c1"", ""h6"", ""Rxg7"", ""Kxg7"", ""Nde4"", ""c1"", ""h6"", ""Nde4"", ""Nc4"", ""Rxg7"", ""Ba3"", ""Qxa3"", ""Nxd7"", ""Nb5"", ""Nf6"", ""Qa1+"", ""Nh5"", ""Nxf6"", ""dxc4"", ""Rxg7"", ""Kxg7"", ""Bc1"", ""Nxf6"", ""Rh8"", ""Qg3+"", ""Kf8"", ""Bxh6+"", ""Rxh6"", ""Qg8#"", ""Qxh6+"", ""Kg8"", ""exf6"", ""Qf8"", ""Qg5+"", ""Kh8"", ""Qh5+"", ""Kg8"", ""Bh6""]",39,low,364
1063,advanced-1063,advanced,"Anatoly Karpov - Vladimir Kramnik, Monaco (blindfold) 1997","[""Ne4"", ""Ng4"", ""Rg2"", ""fxe4"", ""Rg2"", ""f3"", ""Rxf2"", ""Kxf2"", ""Qxh2+""]",9,medium,364
1064,advanced-1064,advanced,"Levon Aronian - Anatoly Karpov, Hoogeveen 2003","[""Be7"", ""Qc7"", ""Rxe7"", ""Rd8+""]",4,medium,364
1065,advanced-1065,advanced,"Anatoly Karpov - Mihajlo Stojanovic, Valjevo 2007","[""Qh4"", ""Nxc6"", ""h6"", ""Nf6"", ""Rg6"", ""Nxc6"", ""Rxh6+"", ""Kg8"", ""Be7"", ""Rxg7"", ""Kxg7"", ""Nxe7"", ""Rxe7"", ""Nh5+"", ""Kf7"", ""Qf6+"", ""Ke8"", ""Qh8+"", ""Kd7"", ""Nf6+"", ""Kd6"", ""Qxc8+"", ""Nxe7"", ""Rxe7"", ""Rxg7"", ""Rxg7"", ""Ng8"", ""Qxg8"", ""Qxe7+"", ""Ne5"", ""Bxf6"", ""Nf7+"", ""Kh7"", ""Qh5"", ""Nf6"", ""h6"", ""gxf6"", ""Qxf6+"", ""Bg7"", ""Qxg7#""]",40,low,364
1066,advanced-1066,advanced,"Garry Kasparov - Florin Gheorghiu, Moscow 1982","[""Re1"", ""Bd6"", ""Bf6"", ""Re4+""]",4,medium,365
1067,advanced-1067,advanced,"Garry Kasparov - Viktor Korchnoi, London (1) 1983","[""Rxd4"", ""cxd4"", ""Nxa4"", ""Rxa4"", ""Bxa4"", ""b5"", ""Rxb5"", ""Ra7+"", ""Kd6""]",9,medium,365
1068,advanced-1068,advanced,"Garry Kasparov - Stuart Conquest, London/New York (simul) 1984","[""Nb7"", ""Nb3"", ""Nxb3"", ""Re4"", ""Nc1+"", ""Ke3"", ""Nc2+"", ""Kf2"", ""Nd3+"", ""Kg3"", ""Bh7"", ""f4"", ""Kxf4"", ""Rf3+"", ""Ke4"", ""Re5+"", ""Kf4"", ""Rxc5"", ""Nd3"", ""Rhe8+"", ""Kd2"", ""Nf2+"", ""Rd4"", ""Nxb7"", ""Re4""]",25,low,365
1069,advanced-1069,advanced,"Hannu Wegner - Garry Kasparov, Hamburg (simul) 1987","[""Bxa4"", ""Qxa4"", ""Nc3"", ""bxc3"", ""Qxc3+"", ""Ke2"", ""Qxa1""]",7,medium,365
1070,advanced-1070,advanced,"Alexander Beliavsky - Garry Kasparov, Belfort 1988","[""Bh6+"", ""Qc8"", ""Rdd7+"", ""g5"", ""Qxg5"", ""Nxg5"", ""Qg6"", ""Qg6"", ""Qxg6"", ""hxg6"", ""Kb1"", ""Qxh6"", ""Qxe7""]",13,low,366
1071,advanced-1071,advanced,"Garry Kasparov - Ilya Smirin, Moscow 1988","[""Rxh6"", ""Rg6"", ""Qc5+"", ""Kh2"", ""Rc2+"", ""Bg2"", ""Rf2"", ""Bxh6"", ""Qc5+"", ""Kh1"", ""Rc1"", ""Be6#""]",12,medium,366
1072,advanced-1072,advanced,"Garry Kasparov - Valery Salov, Barcelona 1989","[""c6"", ""Qf6"", ""Rf8"", ""Qg7"", ""dxc5"", ""Re3"", ""Rd3"", ""Rxd3"", ""Qxb6"", ""Re1"", ""Qf6"", ""Rxe7+"", ""Qxe7"", ""Re3"", ""Be4"", ""Qxe7+"", ""Kxe7"", ""Rxe4+"", ""Bxc6"", ""Bc8"", ""Qf6+"", ""Nd5"", ""Bxe6"", ""Nxc7+"", ""Kf7"", ""Nxe6+"", ""Rac1""]",27,low,366
1073,advanced-1073,advanced,"Garry Kasparov - Vassily Ivanchuk, Manila (ol) 1992","[""f4"", ""Ke7"", ""Be2"", ""Ke7"", ""Rd7"", ""g5"", ""Kg7"", ""Bxe6""]",8,medium,366
1074,advanced-1074,advanced,"Garry Kasparov - Viswanathan Anand, Linares 1993","[""e5"", ""Bxf4"", ""Qxf4"", ""Qf5"", ""Qxe5"", ""Bxf7+"", ""Rxf7"", ""Rd8+"", ""Kh7"", ""Qxf7+""]",10,medium,366
1075,advanced-1075,advanced,"Garry Kasparov - Nigel Short, London (7) 1993","[""Ng4"", ""f6"", ""Nxf6"", ""Bc2+"", ""Kg8"", ""Qxh6"", ""Re8"", ""f6"", ""Bc2+"", ""Bxf6"", ""Qxh6+"", ""Nxh6"", ""Nxf6+"", ""Kg7"", ""Nxd7"", ""Rd8"", ""Re7"", ""Kg7"", ""Qd8"", ""f6""]",20,low,367
1076,advanced-1076,advanced,"Garry Kasparov - Evgeny Bareev, Novgorod 1994","[""Rg6+"", ""fxg6"", ""Qxg6+"", ""Kf8"", ""Qxh6+"", ""Kf7"", ""Qg6+"", ""Kf8"", ""Bxg5"", ""Nxc5"", ""Rxh6"", ""Kxh6"", ""Bxg5+"", ""Kg7"", ""h6+"", ""Kf8"", ""Kg8"", ""Bxd8"", ""Qxd8"", ""Qg4+"", ""Qh7"", ""Ke8"", ""Qg8+"", ""Nf8"", ""h7"", ""Rd1+"", ""Kh2"", ""e4+"", ""g3"", ""Qxc5"", ""Bh4"", ""g3"", ""bxc5"", ""Rxh6"", ""Kxh6"", ""Bxg5+"", ""Kg7"", ""h6+"", ""Kf8"", ""Qh7"", ""Ke8"", ""Qg8+"", ""Nf8"", ""h7"", ""Rd1+"", ""Kh2+"", ""Bxg5"", ""hxg5"", ""Qxg5+"", ""Kf8"", ""h6""]",51,low,367
1077,advanced-1077,advanced,"Garry Kasparov - Joel Lautier, Moscow (ol) 1994","[""Ng4"", ""Qe6"", ""fxg4"", ""Qxe5+"", ""Rxe5"", ""Rxe5+""]",6,medium,367
1078,advanced-1078,advanced,"Jeroen Piket - Garry Kasparov, Linares 1997","[""e3"", ""Bg5"", ""Bxg5"", ""Rxg5"", ""Rf4"", ""Qxg3"", ""Rf8+"", ""Re6"", ""Rxh6"", ""e2"", ""Rxd6"", ""e2"", ""Bg5"", ""Bxg5"", ""Qf3+"", ""Kh2"", ""Qf2+"", ""Qxf2"", ""exf2"", ""Rf6"", ""Rf7"", ""Rd8+"", ""Kf7"", ""Qc7+"", ""Kg6""]",25,low,368
