exerciseNumber,puzzleId,difficulty,game,solutionSequence,moveCount,extractionConfidence,sourcePdfPage
23,easy-0023,easy,"Emanuel Lasker - Dawid Janowski, Berlin (1) 1910","[""Rxd5"", ""Rxd5"", ""Qxd5+""]",3,medium,226
24,easy-0024,easy,"Emanuel Lasker - Efim Bogoljubov, Atlantic Ocean 1924","[""Na4""]",1,medium,226
25,easy-0025,easy,"George Thomas - Emanuel Lasker, Nottingham 1936","[""Rxe5"", ""Qxe5"", ""Qf3+"", ""Kg1"", ""Qxd1+""]",5,medium,226
26,easy-0026,easy,"Jose Raul Capablanca - C.E. Watson, Schenectady 1909","[""Rf6"", ""Nxf6"", ""Rxf6""]",3,medium,226
27,easy-0027,easy,"Jose Raul Capablanca - E.B. Schrader, Saint Louis (simul) 1909","[""Qxh5"", ""f6"", ""Qxh5"", ""Nf6+"", ""Kh8"", ""Nxh5+""]",6,medium,226
28,easy-0028,easy,"Jose Raul Capablanca - D.W. Pomeroy, Saint Louis (simul) 1909","[""Rxg2+""]",1,medium,226
29,easy-0029,easy,"Jose Raul Capablanca - T.A. Carter, Saint Louis (simul) 1909","[""Qg7+"", ""Rxg7"", ""hxg7+"", ""Kg8"", ""Rh8#""]",5,medium,227
30,easy-0030,easy,"Jose Raul Capablanca - Frank Marshall, New York 1910","[""Nf6+"", ""gxf6"", ""Rxe8+""]",3,medium,227
31,easy-0031,easy,"Jose Raul Capablanca - Luis Piazzini, Buenos Aires 1911","[""Rxh4+"", ""gxh4"", ""g3+"", ""Kg1"", ""gxf2+""]",5,medium,227
32,easy-0032,easy,"Jose Raul Capablanca - Rasmussen, Copenhagen (simul) 1911","[""Rxf2"", ""Qxf2"", ""Qxe6+""]",3,medium,227
33,easy-0033,easy,"Jose Raul Capablanca - Will Randolph, New York 1912","[""Qxg5"", ""Rxg8+"", ""Rxg8"", ""Qxg8+"", ""hxg5"", ""Rxg8+"", ""Kxg8"", ""Nf6+"", ""Kf7"", ""Nxd7+""]",10,medium,227
34,easy-0034,easy,"Jose Raul Capablanca - F.S. Dunkelsbuhler, London (simul) 1913","[""Qxd5"", ""Qxd5"", ""Re8+"", ""Rf8"", ""Rxf8#""]",5,medium,227
35,easy-0035,easy,"Albert Beauregard Hodges - Jose Raul Capablanca, New York 1915","[""Bxe4"", ""Bxe4"", ""Rxc4""]",3,medium,227
36,easy-0036,easy,"Jose Raul Capablanca - Einar Michelsen, New York (simul) 1915","[""Rxe6+"", ""Kxe6"", ""Bd5+"", ""Kd6"", ""Bxg8+""]",5,medium,227
37,easy-0037,easy,"Jose Raul Capablanca - N.N., New York 1918","[""Bxg7+"", ""Kxg7"", ""Qg5+"", ""Kh8"", ""Qf6#""]",5,medium,227
38,easy-0038,easy,"Jose Raul Capablanca - J. Birch, Glasgow 1919","[""Rxd3"", ""Qh1+"", ""Qxh1"", ""cxd3"", ""Qe5+"", ""Kd2"", ""Qxa1""]",7,medium,227
39,easy-0039,easy,"Jose Raul Capablanca - G.H. Hadland, Thornton Heath 1919","[""Bxh7+"", ""Kh8"", ""Kxh7"", ""g6+""]",4,medium,227
40,easy-0040,easy,"Jose Raul Capablanca - Milan Vidmar, London 1922","[""Bh7+"", ""Qxd7"", ""Rxc2"", ""Kxh7"", ""Rxc8"", ""Rxc8"", ""Qxc8+""]",7,medium,227
41,easy-0041,easy,"Jose Raul Capablanca - W. Malowan, New York (simul) 1922","[""Nxf7+"", ""Rxf7"", ""g6"", ""Rxf5+"", ""Rxf5"", ""Rg7"", ""f6"", ""Rg6"", ""Bf4""]",9,medium,228
42,easy-0042,easy,"Jose Raul Capablanca - N.N., Moscow (simul) 1925","[""Nd6+"", ""cxd6"", ""Bg6+""]",3,medium,228
43,easy-0043,easy,"Jose Raul Capablanca - Jacques Mieses, Bad Kissingen 1928","[""Rxb6"", ""axb4"", ""Rxb6"", ""Nxd5+""]",4,medium,228
44,easy-0044,easy,"Jose Raul Capablanca - Arpad Vajda, Budapest 1929","[""Bxa6"", ""bxa6"", ""Rc6+"", ""Ke7"", ""Rxb6+""]",5,medium,228
45,easy-0045,easy,"Jose Raul Capablanca - Albert Becker, Karlsbad 1929","[""Nxh7"", ""f5"", ""Kxh7"", ""Nf6+""]",4,medium,228
46,easy-0046,easy,"Jose Raul Capablanca - Manuel Larrea, Mexico (simul) 1933","[""Ndb5"", ""Ncb5"", ""axb5"", ""Nxb5"", ""Bg3+"", ""hxg3"", ""Qxg3+"", ""Bf2+""]",8,medium,228
47,easy-0047,easy,"Vera Menchik - Jose Raul Capablanca, Margate 1935","[""Rxe4"", ""Qxe4"", ""Qa1+""]",3,medium,228
48,easy-0048,easy,"Jose Raul Capablanca - Grigory Levenfish, Moscow 1935","[""Nxf7"", ""Rxf7"", ""Qh7+"", ""Kf8"", ""Qh8#""]",5,medium,228
49,easy-0049,easy,"Jose Raul Capablanca - Mikhail Botvinnik, Moscow 1936","[""Rxd5"", ""cxd5"", ""Bxd5+""]",3,medium,228
50,easy-0050,easy,"Jose Raul Capablanca - Guillermo Vassaux, Buenos Aires (ol) 1939","[""Rxh7+"", ""Kxh7"", ""Qh3+"", ""Kg7"", ""Qh6#""]",5,medium,228
51,easy-0051,easy,"Alexander Alekhine - Sergey Petrov, corr. 1902","[""Bxg2"", ""Qg3"", ""Qxg2"", ""Rg4""]",4,medium,229
52,easy-0052,easy,"Apollon Viakhirev - Alexander Alekhine, corr. 1906","[""Qg2+"", ""Rxg2"", ""fxg2#""]",3,medium,229
53,easy-0053,easy,"Benjamin Blumenfeld - Alexander Alekhine, Moscow (2) 1908","[""f3+"", ""Kg1"", ""Qxf1+"", ""Kxf1"", ""Rd1#""]",5,medium,229
54,easy-0054,easy,"J. Goldfarb - Alexander Alekhine, St Petersburg 1909","[""Bxh2+"", ""Kxh2"", ""Qh4+"", ""Rh3"", ""Qxe1""]",5,medium,229
55,easy-0055,easy,"Alexander Alekhine - B. Lyubimov, Moscow 1909","[""Rxf5"", ""gxf5"", ""Qxg7""]",3,medium,229
56,easy-0056,easy,"Alexander Alekhine - Stefan Izbinsky, St Petersburg 1909","[""Bxh7+"", ""Kxh7"", ""Qxf8+""]",3,medium,229
57,easy-0057,easy,"V. Rozanov/N. Tselikov - Alexander Alekhine, Moscow 1915","[""Qxe1+"", ""Rxf3"", ""Rf1"", ""Qxf1+"", ""Qxe2"", ""Qc8+"", ""Rf8"", ""Qxf8#"", ""Bxf1"", ""Nf2+"", ""Kg2"", ""Nxh3"", ""Kxf3"", ""Ng5+"", ""Kf4"", ""Nf7"", ""Kf5"", ""Nxe1"", ""Nf2+"", ""Kg2"", ""Nxh3"", ""Nf3"", ""Kxh3"", ""Re8""]",24,low,229
58,easy-0058,easy,"Leifchild Leif-Jones - Alexander Alekhine, London (simul) 1923","[""Nxe4"", ""Bxe4"", ""c5"", ""Bxc5"", ""Qxe4+""]",5,medium,229
59,easy-0059,easy,"O. Friedmann - Alexander Alekhine, Czechoslovakia 1925","[""Nxf5+"", ""Bxf5"", ""Rh4"", ""Rxg3"", ""Nh5"", ""Qh8"", ""exf5"", ""Kf8"", ""Nxd6"", ""Rh4"", ""Qxf7+"", ""Qxf7"", ""Nxf7+"", ""Nxd5+""]",14,low,229
60,easy-0060,easy,"Alexander Alekhine - Frederick Yates, Baden-Baden 1925","[""Nxd5"", ""cxd5"", ""Bd6"", ""Bxd6""]",4,medium,229
61,easy-0061,easy,"Arpad Vajda - Alexander Alekhine, Semmering 1926","[""Bxf2"", ""Qxf2"", ""Qxf2+"", ""Kxf2"", ""Rd2+"", ""Ke3"", ""Rxc2""]",7,medium,230
62,easy-0062,easy,"Roberto Grau - Alexander Alekhine, San Remo 1930","[""Rxf3"", ""gxf3"", ""Rxf3"", ""Qd1+"", ""Rf1"", ""Qxf1#""]",6,medium,230
63,easy-0063,easy,"Alexander Alekhine - Vasic, Banja Luka (simul) 1931","[""Qxe6+"", ""fxe6"", ""Bg6#""]",3,medium,230
64,easy-0064,easy,"Alexander Alekhine - Rumjancev, Sarajevo (simul) 1931","[""Bg6"", ""fxg6"", ""Qa5"", ""Bxf7+"", ""Kd8"", ""Qxg6#""]",6,medium,230
65,easy-0065,easy,"Adolf Fink - Alexander Alekhine, Pasadena 1932","[""Bb5"", ""axb5"", ""Qxe2#""]",3,medium,230
66,easy-0066,easy,"Alexander Alekhine - Jobbahazai, Vienna (simul) 1936","[""Rd8+"", ""Qxb7"", ""Rxb7"", ""Bxe5"", ""Qxb7"", ""Rxb7"", ""Rd8+"", ""Bf8"", ""Ba3"", ""Nd7"", ""Bf8"", ""Rxd8"", ""Qxb7+""]",13,low,230
67,easy-0067,easy,"Alexander Alekhine - Rowena Bruce, Plymouth 1938","[""Nxf7"", ""Kxf7"", ""Qxe6+"", ""Kg7"", ""Qf7#""]",5,medium,230
68,easy-0068,easy,"Alexander Alekhine - S. Lopo, Estoril (simul) 1940","[""Bxf6""]",1,medium,230
69,easy-0069,easy,"Alexander Alekhine - A. Aragao, Estoril (simul) 1940","[""Rxe4"", ""Rxe4"", ""Kf5+"", ""Kf2"", ""Kxe4""]",5,medium,230
70,easy-0070,easy,"Alexander Alekhine - Salvatierra, Madrid (simul) 1941","[""Bxh7+"", ""Nxh7"", ""Bxe7""]",3,medium,230
71,easy-0071,easy,"Alexander Alekhine - J.M. De Cossio, San Sebastian (simul) 1944","[""Nf6+"", ""gxf6"", ""Bxf6""]",3,medium,230
72,easy-0072,easy,"Alexander Alekhine - M. Ricondo, Santander (simul) 1945","[""Nh6+"", ""gxh6"", ""Bxf6+""]",3,medium,230
73,easy-0073,easy,"Max Euwe - Eelke Wiersma, Amsterdam 1920","[""Ng6+"", ""hxg6"", ""Rh4#""]",3,medium,231
74,easy-0074,easy,"Horace Bigelow - Max Euwe, Bromley 1920","[""Qxh2+"", ""Kxh2"", ""Ng4+"", ""Kg3"", ""Nxh6""]",5,medium,231
75,easy-0075,easy,"Theodor Gruber - Max Euwe, Vienna 1921","[""Bxg2"", ""Kxg2"", ""Rg6+""]",3,medium,231
76,easy-0076,easy,"Max Euwe - Efim Bogoljubov, Maehrisch Ostrau 1923","[""Qxc3"", ""Qxc3"", ""Ne4+"", ""Kf1"", ""Nxc3""]",5,medium,231
77,easy-0077,easy,"Max Euwe - Jacques Davidson, Amsterdam (1) 1924","[""Qxf6+"", ""Kxf6"", ""Nxe4+"", ""Ke5"", ""Nxc5"", ""bxc5""]",6,medium,231
78,easy-0078,easy,"Willem Schelfhout - Max Euwe, Utrecht 1926","[""Nxe4"", ""Qxe4"", ""Bd5""]",3,medium,231
79,easy-0079,easy,"Birger Rasmusson - Max Euwe, London (ol) 1927","[""Rxd3"", ""Rexd3"", ""Rxd3"", ""Bxc4"", ""Rxd3"", ""Bxc4"", ""Ke2""]",7,medium,231
80,easy-0080,easy,"Albert Becker - Max Euwe, Hague 1928","[""Rxg2"", ""Rxg2"", ""Qh3+"", ""Kg1"", ""Qxg2#""]",5,medium,231
81,easy-0081,easy,"B. Colin - Max Euwe, Bern 1932","[""Qxg2+"", ""Rf2"", ""Qxf2+"", ""Kxf2"", ""Rh2+"", ""Kf3"", ""Rxc2""]",7,medium,231
82,easy-0082,easy,"Dirk van Foreest - Max Euwe, Netherlands 1932","[""Rxb2"", ""Rxb2"", ""Qxd1+""]",3,medium,231
83,easy-0083,easy,"Alexander Alekhine - Max Euwe, Netherlands (23) 1935","[""Rxd2"", ""Rxd2"", ""Nxb3""]",3,medium,231
84,easy-0084,easy,"Max Euwe - Efim Bogoljubov, Bad Nauheim/Stuttgart/Garmisch 1937","[""Nxd4"", ""Bxd4"", ""Rxd4"", ""Bxd4"", ""Rxd4"", ""Qe1#""]",6,medium,232
85,easy-0085,easy,"Nicolaas Cortlever - Max Euwe, Beverwijk 1941","[""Nxe5"", ""Ne6"", ""fxe5"", ""Bg5+""]",4,medium,232
86,easy-0086,easy,"Max Euwe - Henry Grob, Zurich 1947","[""Nf3+"", ""Qxf3"", ""Qxd2""]",3,medium,232
87,easy-0087,easy,"Theo van Scheltinga - Max Euwe, Amsterdam 1948","[""Bxe6"", ""Nxe6"", ""Qf5+"", ""Qe4+"", ""Kh8"", ""Qxe6""]",6,medium,232
88,easy-0088,easy,"Jan Visser - Max Euwe, Baarn 1949","[""Rxa5"", ""Rxa5"", ""b3""]",3,medium,232
89,easy-0089,easy,"Max Euwe - Nicolaas Cortlever, Amsterdam 1954","[""Qxe5"", ""dxe5"", ""Ne2+"", ""Kh2"", ""Nxg3""]",5,medium,232
90,easy-0090,easy,"Max Euwe - Rafael Cintron, Munich (ol) 1958","[""Bxf6"", ""Bxf6"", ""e7+"", ""Kg7"", ""exd8=Q+""]",5,medium,232
91,easy-0091,easy,"C.H.O’D. Alexander - Mikhail Botvinnik, Nottingham 1936","[""Bxb2"", ""Qxb2"", ""Rd1+"", ""Bf1"", ""Rxf1+"", ""Kg2"", ""Rd1""]",7,medium,232
92,easy-0092,easy,"Andor Lilienthal - Mikhail Botvinnik, Moscow 1945","[""Nxc3"", ""Qxa3"", ""Rxc3"", ""Qxa2#""]",4,medium,232
93,easy-0093,easy,"Mikhail Botvinnik - Ludek Pachman, Moscow 1947","[""Rxe3"", ""Qxe3"", ""Rxg7+"", ""Bf4""]",4,medium,232
94,easy-0094,easy,"Mikhail Botvinnik - Tigran Petrosian, Moscow 1966","[""Be4"", ""Bxe4"", ""Rxd2"", ""exd2""]",4,medium,233
95,easy-0095,easy,"Bent Larsen - Mikhail Botvinnik, Leiden 1970","[""Qxc7""]",1,medium,233
96,easy-0096,easy,"Vassily Smyslov - Mikhail Govbinder, Moscow 1967","[""Nxd5"", ""cxd5"", ""Qxe5"", ""Qxe5"", ""Bxe5+""]",5,medium,233
97,easy-0097,easy,"Shenreder - Mikhail Tal, Riga 1951","[""Qxh3+"", ""Kxh3"", ""Nxf2+"", ""Kg2"", ""Nxd1"", ""Rxd1""]",6,medium,233
98,easy-0098,easy,"Mikhail Tal - Georgi Tringov, Munich (ol) 1958","[""Qxd7+"", ""Kxd7"", ""Nc5+"", ""Ke7"", ""Nxe4+""]",5,medium,233
99,easy-0099,easy,"Hector Rossetto - Mikhail Tal, Portoroz 1958","[""Rxe3"", ""fxe3"", ""Qg2+"", ""Ke1"", ""Nf3#""]",5,medium,233
100,easy-0100,easy,"Mikhail Tal - Pal Benko, Amsterdam 1964","[""Rd8+"", ""Ke7"", ""Kxd8"", ""Nxf7+"", ""Ke7"", ""Nxe5+""]",6,medium,233
101,easy-0101,easy,"Mikhail Tal - Naum Levin, Poti 1970","[""Qxd5"", ""Nxd5"", ""Bf4"", ""Re8+"", ""Kh7"", ""Rh8#""]",6,medium,233
102,easy-0102,easy,"Anatoly Shmit - Mikhail Tal, Riga 1971","[""Rxh2+"", ""Kg1"", ""Rbg2+"", ""Rhg2+"", ""Qxg2"", ""Kf1"", ""Rxg5"", ""Rxg2+"", ""Kxg2"", ""Ne3+"", ""Kf3"", ""Nxd1""]",12,medium,233
103,easy-0103,easy,"Mikhail Tal - Nino Kirov, Novi Sad 1974","[""Bxh7+"", ""Qh5"", ""Nf5"", ""g4"", ""Rh6"", ""Kxh7"", ""Qh5+"", ""Rh6"", ""Qxc5""]",9,medium,234
104,easy-0104,easy,"Mikhail Tal - Yrjo Rantanen, Tallinn 1979","[""Bxg7+"", ""Kg8"", ""Bh8"", ""Kxf7"", ""Qxf6+"", ""Kg8"", ""Qg7#""]",7,medium,234
105,easy-0105,easy,"Mikhail Tal - Karen Grigorian, Yerevan 1980","[""Rxe2"", ""Rxe2"", ""d3"", ""Rxe5"", ""Rc3"", ""dxe2+"", ""Ke1"", ""Bb4"", ""dxc2+""]",9,medium,234
106,easy-0106,easy,"Eduard Meduna - Mikhail Tal, Sochi 1986","[""Rxc3"", ""Rxc3"", ""Qa1+"", ""Kg2"", ""Qxc3""]",5,medium,234
107,easy-0107,easy,"Mikhail Tal - M. Conway, Boston (simul) 1988","[""Nxf7"", ""Kxf7"", ""Qe7"", ""Qxe6+"", ""Kf8"", ""Qf7#""]",6,medium,234
108,easy-0108,easy,"Soenke Maus - Mikhail Tal, Germany 1990","[""Re1+"", ""Kh2"", ""Rxe1"", ""Qxd4""]",4,medium,234
109,easy-0109,easy,"Tigran Petrosian - Alexander Konstantinopolsky, Moscow 1947","[""Nxf4"", ""exf4"", ""Rxe2""]",3,medium,234
110,easy-0110,easy,"Tigran Petrosian - Genrikh Kasparian, Tbilisi 1949","[""Bxc4"", ""Rxe6"", ""fxe6"", ""Bxc4"", ""Rxe6"", ""Kh7"", ""Qxe1+"", ""Bxc4"", ""Rd6"", ""Bxe6"", ""Re8+"", ""Rxe8"", ""Rxe8+"", ""Kh7"", ""Rh8#""]",15,low,234
111,easy-0111,easy,"Tigran Petrosian - Efim Geller, Moscow 1950","[""Bxg4"", ""Qxg4"", ""Qg3"", ""g4"", ""Rg6""]",5,medium,234
112,easy-0112,easy,"Abram Poliak - Tigran Petrosian, Moscow 1951","[""d4"", ""Rxd4"", ""Qe1"", ""d3"", ""Qb6""]",5,medium,234
113,easy-0113,easy,"Tigran Petrosian - A. Koliakov, Moscow 1951","[""Nxd5"", ""Ba6"", ""Rd8"", ""Rxc2"", ""Nf6+"", ""Kf8"", ""Rxc2+""]",7,medium,235
114,easy-0114,easy,"Tigran Petrosian - Gedeon Barcza, Saltsjobaden 1952","[""Nfxe6"", ""Ngxe6+"", ""axb5"", ""Bxb5"", ""Ngxe6+"", ""Nxe6"", ""Bxd5+""]",7,medium,235
115,easy-0115,easy,"Iivo Nei - Tigran Petrosian, Moscow 1960","[""Qg8+"", ""Kxg8"", ""Be6+"", ""Kh8"", ""Rg8#""]",5,medium,235
116,easy-0116,easy,"Tigran Petrosian - Boris Spassky, Moscow (10) 1966","[""Qh8+"", ""Nxf7"", ""Qxe3"", ""Kxh8"", ""Nxf7+"", ""Kg7"", ""Nxg5+""]",7,medium,235
117,easy-0117,easy,"Tigran Petrosian - Dragoslav Tomic, Vinkovci 1970","[""Rxg7+"", ""Qe8"", ""e4"", ""Nf6+"", ""Rxf6"", ""Rxg7"", ""Nf6#""]",7,medium,235
118,easy-0118,easy,"Dragoljub Janosevic - Tigran Petrosian, Lone Pine 1978","[""Rg1+"", ""Rxg1"", ""Nf2#""]",3,medium,235
119,easy-0119,easy,"Tigran Petrosian - Borislav Ivkov, Teslic 1979","[""Rxd4"", ""Rxd4"", ""Rxe5+"", ""Kxg4"", ""f3#""]",5,medium,235
120,easy-0120,easy,"Tigran Petrosian - Ljubomir Ljubojevic, Niksic 1983","[""Rxe4"", ""Qxe4"", ""Qg6+"", ""Qf7+"", ""Kh8"", ""Qf8+"", ""Rxf8"", ""Rxf8#""]",8,medium,235
121,easy-0121,easy,"John Spencer Purdy - Boris Spassky, Antwerp 1955","[""d3"", ""b2"", ""Bxg7"", ""dxe2""]",4,medium,235
122,easy-0122,easy,"Yuri Averbakh - Boris Spassky, Moscow 1961","[""Rf1+"", ""Kxf1"", ""Qe1#""]",3,medium,235
123,easy-0123,easy,"Boris Spassky - Mikhail Shofman, Leningrad 1962","[""Ba6"", ""Bxa6"", ""c6"", ""Bxb7+"", ""Qa8#""]",5,medium,236
124,easy-0124,easy,"Boris Spassky - Alexander Korelov, Yerevan 1962","[""Nxa6"", ""Bxa6"", ""Rb6+"", ""Kd7"", ""Rxa6+""]",5,medium,236
125,easy-0125,easy,"Boris Spassky - Zvonko Vranesic, Amsterdam 1964","[""Rxf8+"", ""Rxf8"", ""axb4+""]",3,medium,236
126,easy-0126,easy,"Borislav Ivkov - Boris Spassky, Santa Monica 1966","[""Qxf4"", ""gxf4"", ""Ne3+"", ""Kg3"", ""Nxd1""]",5,medium,236
127,easy-0127,easy,"Boris Spassky - Viktor Korchnoi, Kiev 1968","[""Qh6+"", ""Kxh6"", ""Rh1#""]",3,medium,236
128,easy-0128,easy,"Robert Hartoch - Boris Spassky, Amsterdam 1970","[""Qxg1+"", ""Kxg1"", ""Rxg2+"", ""Kh1"", ""Rh2+"", ""Kg1"", ""Rcg2+"", ""Kf1"", ""Bb5+"", ""Ke1"", ""Rh1#""]",11,medium,236
129,easy-0129,easy,"Boris Spassky - Lajos Portisch, Geneva 1977","[""f5"", ""Bxf5"", ""Re7+""]",3,medium,236
130,easy-0130,easy,"Boris Spassky - A. Hoffmann, Lugano 1982","[""Bxg6+"", ""Re2"", ""Rxg6"", ""Re7+"", ""Kg8"", ""Qxg6+"", ""Qf7+"", ""Kh8"", ""Qh7#"", ""Kf8"", ""Qg7#""]",11,medium,236
131,easy-0131,easy,"Boris Spassky - Andreas Dueckstein, Zurich 1984","[""Rxh1"", ""Qxh1"", ""Nxd4"", ""cxd4"", ""Qxd2""]",5,medium,236
132,easy-0132,easy,"Zoltan Ribli - Boris Spassky, Montpellier 1985","[""Qxh6+"", ""Qd2+"", ""Qd2+"", ""Qf4"", ""Qd8+"", ""Qf6+"", ""Kh7"", ""Qxd8"", ""Kxh6""]",9,medium,236
133,easy-0133,easy,"Boris Spassky - Marc Santo-Roman, Montpellier 1991","[""Bxa2"", ""Nxa2"", ""Nb3+""]",3,medium,236
134,easy-0134,easy,"Robert Fischer - J.S. Bennett, USA 1957","[""Rd8+"", ""Rc1"", ""Bd4+"", ""Qxd8"", ""Qxc3+"", ""Qf6"", ""Qxf6#""]",7,medium,237
135,easy-0135,easy,"E. Buerger - Robert Fischer, Milwaukee 1957","[""Nxd5"", ""Ne6"", ""Rxf7"", ""Bxd4+"", ""Kh1"", ""Nxb4""]",6,medium,237
136,easy-0136,easy,"Theodor Ghitescu - Robert Fischer, Leipzig (ol) 1960","[""Bxh2+""]",1,medium,237
137,easy-0137,easy,"Samuel Reshevsky - Robert Fischer, Los Angeles 1961","[""Qxe4"", ""Nxe4"", ""Ne2+"", ""Kh1"", ""Nxg3+""]",5,medium,237
138,easy-0138,easy,"Robert Fischer - S. Purevzhav, Varna (ol) 1962","[""Bxg7"", ""exd3"", ""Kxg7"", ""Nxe4"", ""f6"", ""Bd4+"", ""dxc2"", ""Rh8#""]",8,medium,237
139,easy-0139,easy,"Mario Bertok - Robert Fischer, Stockholm 1962","[""Nxe3"", ""Qxe3"", ""Bxe6"", ""Qxg2#""]",4,medium,237
140,easy-0140,easy,"Robert Fischer - John Fuller, Bay City 1963","[""Nd4"", ""Nxd4"", ""Nf6+"", ""Qxf6"", ""Qxd4"", ""Rxd4"", ""Nf6+"", ""Qxf6"", ""Qxd4""]",9,medium,237
141,easy-0141,easy,"Robert Fischer - J. Richburg, Detroit (simul) 1964","[""Bxc5"", ""Bxc5"", ""Qb8+"", ""b4+""]",4,medium,237
142,easy-0142,easy,"Robert Fischer - Robert Byrne, New York 1965","[""Bd6"", ""bxc6"", ""Bxg4"", ""Bxe2"", ""Nxe7+"", ""h3"", ""Bxe2"", ""Nd4"", ""Bxf1""]",9,medium,237
143,easy-0143,easy,"Robert Fischer - Svetozar Gligoric, Zagreb 1970","[""Rxf6"", ""Rh3"", ""Qxf6"", ""Kxf6"", ""Bxg5+""]",5,medium,237
144,easy-0144,easy,"Samuel Reshevsky - Robert Fischer, Palma de Mallorca 1970","[""Qd4+"", ""Qe3+"", ""Rf2"", ""Kh1"", ""Qf2"", ""Re7"", ""Qa4"", ""Ra7"", ""Kh1"", ""Rf2"", ""Re1#""]",11,medium,238
145,easy-0145,easy,"Svetozar Gligoric - Robert Fischer, Palma de Mallorca 1970","[""Nd3"", ""Rf1"", ""f2"", ""Qxb6"", ""Rxd3"", ""Qa1+""]",6,medium,238
146,easy-0146,easy,"Vladimir Peresipkin - Anatoly Karpov, Rostov on Don 1971","[""Qxh2+"", ""Kxh2"", ""Rh5#""]",3,medium,238
147,easy-0147,easy,"Anatoly Karpov - Michael Franklin, Hastings 1972","[""Rg5"", ""Qxg5"", ""Nxg5"", ""Rxg7+"", ""Kxg7"", ""Nxg5+""]",6,medium,238
148,easy-0148,easy,"Ilkka Saren - Anatoly Karpov, Skopje (ol) 1972","[""Bb6+"", ""Rxf4"", ""Be6+"", ""Kh8"", ""Nd5"", ""Nb2"", ""Qxf5"", ""Kf1"", ""Rxf4+"", ""gxf4"", ""Qxf4+""]",11,medium,238
149,easy-0149,easy,"Anatoly Karpov - Viktor Kupreichik, Moscow 1976","[""Re7+"", ""dxc7"", ""Rc6"", ""Kf8"", ""Kf6"", ""dxc7+""]",6,medium,238
150,easy-0150,easy,"Lajos Portisch - Anatoly Karpov, Moscow 1977","[""Rxe2"", ""Qxe2"", ""Qxc1+""]",3,medium,238
151,easy-0151,easy,"Anatoly Karpov - Mark Taimanov, Leningrad 1977","[""Ng3+"", ""hxg3"", ""Ra8""]",3,medium,238
152,easy-0152,easy,"Viktor Korchnoi - Anatoly Karpov, Baguio City (17) 1978","[""Nf3+"", ""gxf3"", ""Rg6+"", ""Kh1"", ""Nf2#""]",5,medium,238
153,easy-0153,easy,"Anatoly Karpov - Efim Geller, Moscow 1983","[""Qxc4"", ""bxc4"", ""Rxf7#""]",3,medium,238
154,easy-0154,easy,"Anatoly Karpov - Simen Agdestein, Oslo 1984","[""Qxd5"", ""Bh6+"", ""Ke7"", ""Rxd5"", ""Qb4+"", ""Kd7"", ""Rd2"", ""Rxd2"", ""Bxd2"", ""Rg6"", ""Rxe2+"", ""Qb4+"", ""Kg7"", ""Qh4"", ""Re8"", ""Qxd5"", ""Bh6+"", ""Bb4+"", ""Qc5+"", ""Ke7"", ""Rxd5+""]",21,low,239
155,easy-0155,easy,"Anatoly Karpov - Anthony Miles, Brussels 1986","[""Nd5"", ""Nb5"", ""Qe7"", ""Bxf6"", ""Qxf6"", ""Nxd6+"", ""Bxb2"", ""exd5"", ""Bxf6"", ""Ng6"", ""Bxd8+""]",11,medium,239
156,easy-0156,easy,"Anatoly Karpov - Viktor Gavrikov, Moscow 1988","[""Bh7+"", ""Kxh7"", ""Qxf8+""]",3,medium,239
157,easy-0157,easy,"Anatoly Karpov - Nigel Short, Linares (7) 1992","[""Rg8+"", ""Kxg8"", ""Qxf6""]",3,medium,239
158,easy-0158,easy,"Alexander Chernin - Anatoly Karpov, Tilburg 1992","[""Nd5"", ""Nc5"", ""cxd5"", ""cxd5+""]",4,medium,239
159,easy-0159,easy,"Anatoly Karpov - Valery Salov, Linares 1993","[""Qxg6"", ""hxg6"", ""Rh4"", ""Rh8#""]",4,medium,239
160,easy-0160,easy,"Anatoly Karpov - Loek van Wely, Monte Carlo 1997","[""Bh7+"", ""Nxh7"", ""Kh8"", ""Qxf8#""]",4,medium,239
161,easy-0161,easy,"Anatoly Karpov - Eric Lobron, Frankfurt 1997","[""Rxe6"", ""Rxe6"", ""Ra1+"", ""Qxf4"", ""Re8+"", ""Nf8"", ""Qh5"", ""Kh2"", ""Qxf4+""]",9,medium,239
162,easy-0162,easy,"Anatoly Karpov - Mikhail Gurevich, Cap d’Agde 2000","[""Bxe3"", ""Bxe3"", ""Bg2"", ""Bxf2"", ""Qxf2"", ""Rg1+"", ""Rxg1"", ""Qxh4"", ""Bg5"", ""Qe4+"", ""Bg2"", ""Qxd4""]",12,medium,239
163,easy-0163,easy,"Anatoly Karpov - Alexei Shirov, Bastia (rapid) 2003","[""Rxh2+"", ""Kxh2"", ""Qh4#""]",3,medium,239
164,easy-0164,easy,"Andrei Istratescu - Anatoly Karpov, Bucharest (rapid) 2005","[""Rxd2"", ""Rxd2"", ""Qh4"", ""Qxc1+""]",4,medium,239
165,easy-0165,easy,"Anatoly Karpov - Alexei Shirov, Tallinn (rapid) 2006","[""Bb5"", ""Bxb5"", ""Rd8#""]",3,medium,240
166,easy-0166,easy,"Anatoly Karpov - Evgenij Agrest, Tallinn (rapid) 2006","[""Bxg6"", ""Bxf4"", ""fxg6"", ""Nxe6+"", ""Ke7"", ""Nxc7+""]",6,medium,240
