puzzleId,type,puzzleMoveCount,woodpeckerMoveCount,puzzleMoves,woodpeckerMoves
intermediate-0562,mismatch,4,7,Rxf6 exf6 Qxh7+ Kf8,Rxf6 exf6 Qxh7+ Kf8 Re1 Be6 Rxe6
intermediate-0563,mismatch,7,10,g4+ Kxe4 Kxg4 fxg5+ Nf2+ Kxf4 Rg1,g4+ Kxe4 Kxg4 fxg5+ Nf2+ Kxf4 Rg1 Bd2# e4 Nh3#
intermediate-0564,mismatch,7,7,Rc8+ Kh7 Rh8+ Kxh8 Ng6+ Kh7 Nxh4,Rc8+ Kh7 Rh8+ Kxh8 Ng6+ Kh7 Nxh4+
intermediate-0565,mismatch,3,3,Nxe5 Bxe5 Qh5,Nxe5 Bxe5 Qh5+
intermediate-0566,mismatch,5,17,Nf6+ Rxg7+ Kxg7 Rg1+ Bg6,Nf6+ Rxg7+ Kxg7 Rg1+ Bg6 Qc7+ Qf7 Qc3+ Kh7 Nf6+ Kh8 Nh5+ Kh7 Nf6+ Kf7 Kf8 Qc5+
intermediate-0567,mismatch,4,18,Nf6+ Rf6 gxf6 Nxh6+,Nf6+ Rf6 gxf6 Nxh6+ Qh4 Nxf6 gxf6 Bxh7+ Rg4+ exf6 Nxf6 Rc7 fxg7 Rxf6 Qg7 Rxh6 f5 Qh4+
intermediate-0568,mismatch,4,9,Ng3+ Kg2 Nxg3 fxg3,Ng3+ Kg2 Nxg3 fxg3 Rxh2+ Kxh2 fxg3+ Qxg5 Rxh2#
intermediate-0569,mismatch,2,6,Nxb5 Qa5,Nxb5 Qa5 cxb5 Bxf7+ Kxf7 Rxc7+
intermediate-0570,mismatch,1,3,c6,c6 dxc6 Qb6
intermediate-0571,match,5,5,Bg2+ Kxg2 Rf2+ Kxf2 Qxh2+,Bg2+ Kxg2 Rf2+ Kxf2 Qxh2+
intermediate-0572,mismatch,11,15,Re1 Ne1 Rxe7 Nxf3 Rxe8+ Rxe8 gxf3 Re2 Qd5 Rxe7 Rxf1+,Re1 Ne1 Rxe7 Nxf3 Rxe8+ Rxe8 gxf3 Re2 Qd5 Rxe7 Rxf1+ R8xe7 Qf8# Qxf1 Rxe7
intermediate-0573,mismatch,2,6,Nxf2 Kxf2,Nxf2 Kxf2 Nf3 Bxc3 bxc3 Nxe4
intermediate-0574,mismatch,3,7,Nxe2+ Rxe2 Qxc1+,Nxe2+ Rxe2 Qxc1+ Re1 Bxc3 Rxc1 Bd4
intermediate-0575,match,1,1,Ne4,Ne4
intermediate-0576,match,5,5,Nxf7 Kxf7 Qxe6+ Kf8 Bc1,Nxf7 Kxf7 Qxe6+ Kf8 Bc1
intermediate-0577,mismatch,4,11,Rb7+ Kxb7 Qd7+ Kb8,Rb7+ Kxb7 Qd7+ Kb8 e8=Q+ Rxe8 Qxe8+ Kb7 Qd7+ Kb8 Qxc6+
intermediate-0578,mismatch,1,7,g6,g6 fxg6 g4 gxf5 gxf5 Kh8 f5
intermediate-0579,mismatch,3,14,Bxf7+ Kxf7 Qb3+,Bxf7+ Kxf7 Qb3+ Ng5+ Kf8 Kg6 Nh4+ Kh5 Qf3+ Kxh4 Qg3+ Kh5 Qg5# Ng5
intermediate-0580,mismatch,5,5,Rxe6 fxe6 Nxe6+ Kg8 Rd3,Rxe6 fxe6 Nxe6+ Kg8 Rd3+
intermediate-0581,match,4,4,Rxf6 gxf6 Re1+ Rf1,Rxf6 gxf6 Re1+ Rf1
intermediate-0582,mismatch,2,6,Bxf7+ Kf8,Bxf7+ Kf8 Kxf7 Qb3+ Kf8 Qxd3
intermediate-0583,mismatch,3,23,Nxh3+ Qb6 e5,Nxh3+ Qb6 e5 Qxf2 Qxc6 e5 Ng4+ Nd3+ Be3+ Kh1 Nxe5 Rxe5 Nxe5 Bxe5 Qxa8 Bb7 Ba5 dxe5 Rf1 Qe4 Kh2 gxh3 Qb6+
intermediate-0584,match,4,4,Nxf7 Rxf7 Kxf7 Bxg6+,Nxf7 Rxf7 Kxf7 Bxg6+
intermediate-0585,mismatch,1,6,Bd7,Bd7 Re6 Qxd7 Nf6+ Kg7 Nxd7+
intermediate-0586,mismatch,2,37,e7 Nd5,e7 Nd5 Bxd5 Qxd5 Qd8 e7 Bxg2+ Qxg2 Kxg2 Qb7+ Kg1 Qxe7 Re8 Qd5+ Kg7 Rxh7+ Kxh7 Qf7+ Kh6 Qxe8 Qf2 Re8 Nd5 Bxd5 Qxd5+ Kg7 Rxh7+ Kxh7 Qf7+ Kh6 Qxe8 Qf2 Qh8+ Kg5 h4+ Kg4 e8=Q+
intermediate-0587,mismatch,1,5,Bxe5,Bxe5 Nh6+ Rxe5 fxe5 exd5
intermediate-0588,mismatch,2,6,Rxf3 Rc7,Rxf3 Rc7 Kxf3 Ne5+ Kf4 Nxc6
intermediate-0589,mismatch,2,19,Bxf7+ Rxb7,Bxf7+ Rxb7 Qxc4 Rxd7 Bxd7 Qxd7+ Kf8 Qd6+ Ke8 Bxe5 Bxe5 Qxe5+ Kf8 Qxh8 Qxc2 Kxf7 Ng5+ Ke8 Qe6+
intermediate-0590,match,3,3,Ng4 Nxg4 Qxh7+,Ng4 Nxg4 Qxh7+
intermediate-0591,match,1,1,e5,e5
intermediate-0592,mismatch,3,8,Bxa4 Rda8 Bxb5,Bxa4 Rda8 Bxb5 Bxb5 Rxa3 Rxa3 Rxa3 Bxc4+
intermediate-0593,mismatch,7,9,Rxc4 exf5 Bxf7+ Kxf7 Qb3+ Kf8 Qxa4,Rxc4 exf5 Bxf7+ Kxf7 Qb3+ Kf8 Qxa4 Rxc4 exf5
intermediate-0594,mismatch,6,8,Bxg7 Bxg7 Rxg7+ Qxg7 Qd5+ Qxf5,Bxg7 Bxg7 Rxg7+ Qxg7 Qd5+ Qxf5 Kh7 Qxa8
intermediate-0595,match,1,1,b6,b6
intermediate-0596,mismatch,7,7,c7 Bxc4 Re8 Rc8 Rb8 Nb6 Be6,c7 Bxc4 Re8 Rc8 Rb8 Nb6 Be6+
intermediate-0597,mismatch,2,7,Bxh7+ Kxh7,Bxh7+ Kxh7 Kf8 Be4 Qc2+ Kg8 dxe6
intermediate-0598,match,4,4,Rxg7+ Kxg7 Rxg7 Qe8#,Rxg7+ Kxg7 Rxg7 Qe8#
intermediate-0599,mismatch,2,8,Nxg4 fxg4,Nxg4 fxg4 Ne4 Ne5 Qf2+ Kh3 Kh1 Qf3#
intermediate-0600,match,6,6,Qxe5 dxe5 exf7+ Kd7 Kf8 Bh6#,Qxe5 dxe5 exf7+ Kd7 Kf8 Bh6#
intermediate-0601,mismatch,1,7,Qe8,Qe8 Rd8 Raf7 Kg8 Bd5+ Kh8 Bc4+
intermediate-0602,mismatch,3,9,Bh3 Nfxd4 O-O,Bh3 Nfxd4 Nxf3+ Bxf3 Bxf1 Bxh3 Nxf3+ Kf1 Nxd2+
intermediate-0603,mismatch,1,11,Ne6+,Ne6+ dxe6 Qxe6 fxe6 Rxf6 Rf7 Rxf7 Nxf7 Qxf8+ Kc7 Qxf7+
intermediate-0604,mismatch,5,10,Rxc3+ Kxc3 Bb4+ Rc8+ Kd2,Rxc3+ Kxc3 Bb4+ Rc8+ Kd2+ Kxb4 Kc4 Qa6+ Kxb4 Qxe2
intermediate-0605,match,4,4,Bxh7 Kxh7 f5 Qh4,Bxh7 Kxh7 f5 Qh4
intermediate-0606,mismatch,7,10,Nxg7 Nxg7 Qg3 Qg4 Bf6 Nf5 Be6,Nxg7 Nxg7 Qg3 Qg4 Bf6 Nf5 Be6 Bg5 Bf6 Nf5+
intermediate-0607,match,6,6,Rxf7 Rxf7 Kxf7 Bxg6+ Kg8 Qh7#,Rxf7 Rxf7 Kxf7 Bxg6+ Kg8 Qh7#
intermediate-0608,match,6,6,Rxf7 Rxf7 Qxf7 Bd5 Qxd5 Qg7#,Rxf7 Rxf7 Qxf7 Bd5 Qxd5 Qg7#
intermediate-0609,mismatch,1,6,Nh4,Nh4 gxh4 Bxf3 Nxf3+ Kg2 Nxd2
intermediate-0610,match,6,6,Nxh6+ gxh6 Qg6+ Kh8 Bg7 Bxf7+,Nxh6+ gxh6 Qg6+ Kh8 Bg7 Bxf7+
intermediate-0611,mismatch,1,7,Nxh6,Nxh6 Kxh6 Qh4+ Kg6 Qg4+ Kh6 Qxf3+
intermediate-0612,mismatch,1,6,Rxg3+,Rxg3+ fxg3 Re2+ Kh1 Kg1 Nf3+
intermediate-0613,match,8,8,Rg5+ Kf7 fxg5 Qxg5+ Kh8 Qh6+ Kg8 Qh7#,Rg5+ Kf7 fxg5 Qxg5+ Kh8 Qh6+ Kg8 Qh7#
intermediate-0614,mismatch,1,10,Bc7,Bc7 Qxc7 Rh8+ Qh6+ Kxh8 Qh6+ Kg8 Qh7+ Kf8 Qh8#
intermediate-0615,mismatch,3,4,Nxe4 Qxe4 f3,Nxe4 Qxe4 f3 d5
intermediate-0616,mismatch,1,7,Ng6+,Ng6+ hxg6 Qd8+ Kg7 Rxg6+ Kh7 Qg8#
intermediate-0617,match,4,4,Bxh6 Bxd5 gxh6 Qg6+,Bxh6 Bxd5 gxh6 Qg6+
intermediate-0618,mismatch,4,4,Nxe6 fxe6 Rxd2 Bxd2,Nxe6 fxe6 Rxd2 Bxd2+
intermediate-0619,match,4,4,Rxf3 Nxf3 Kxf3 Qd3+,Rxf3 Nxf3 Kxf3 Qd3+
intermediate-0620,mismatch,1,5,c5,c5 Ne6 Nxc5 Qxc5 Ne6#
intermediate-0621,mismatch,4,4,e5 Nd5 Bxg2 exf6,e5 Nd5 Bxg2 exf6+
intermediate-0622,mismatch,3,5,Rxf5 gxf5 Nce4,Rxf5 gxf5 Nce4 fxe4 Rf1
intermediate-0623,mismatch,4,15,Ncxe5 Rxa8 Nxa8 Ncxe5,Ncxe5 Rxa8 Nxa8 Ncxe5 dxe5 Qxe5+ Kf8 d6 Qd1+ dxe5 Qxe5+ Nf6 Kf7 Ng5# Qe7+
intermediate-0624,mismatch,4,8,Nxf7 Bxe6 fxe6 Nxe6,Nxf7 Bxe6 fxe6 Nxe6 Kxf7 Qc7 Bxe6 Rxe6
intermediate-0625,mismatch,1,8,Nbxd5,Nbxd5 Nfxd5 exd5 Nxd5 Qd6 Nxf6+ Qxf6 Qxd7+
intermediate-0626,mismatch,1,5,Qe5+,Qe5+ Rg7 Rd8+ Rxd8 Qxc3+
intermediate-0627,mismatch,3,8,f6 Bxf6 Nxf6,f6 Bxf6 Nxf6 Nd5 Qxa2 Nxe7+ Kh8 Bxf6
intermediate-0628,match,4,4,Nxb3 Bb2 Bxb3 Bxf3+,Nxb3 Bb2 Bxb3 Bxf3+
intermediate-0629,mismatch,1,3,Qxg8,Qxg8 Nxg8 h7+
intermediate-0630,mismatch,3,4,Nb4 Qb3 cxb4,Nb4 Qb3 cxb4 Rac8
intermediate-0631,mismatch,1,5,Rab8,Rab8 Ne4 Rxd5 Rc2 Nxg3+
intermediate-0632,mismatch,1,11,Rxe5+,Rxe5+ g6 Kf1 Kd1 Qxf2 Qxb3 Qe2+ Kc1 Rc5+ Qc4 Rxc4+
intermediate-0633,mismatch,7,13,Rxa2 Qxa2 b3 Qb2 bxc2 Qxc2 Kg1,Rxa2 Qxa2 b3 Qb2 bxc2 Qxc2 Kg1 Qxd4 cxd4 c1=Q+ Re1 Qd3 Qxd4
intermediate-0634,mismatch,6,16,Rxd7 Nfe5 Bxe5 Nxe5 Rxc2 Bxc2,Rxd7 Nfe5 Bxe5 Nxe5 Rxc2 Bxc2 Qc7 Nxd7 Rd8 Nc5 Qxd7 Nb6 Nce5 Rxc2 Qc7 Nxc8+
intermediate-0635,mismatch,3,21,Rxh3+ Nxb1 Qxa7,Rxh3+ Nxb1 Qxa7 Rxh3+ Qb2 Qb3 Bb4 Kxh3 Rh8+ Kg3 Qb3+ Kg4 Qd1+ Nxd2 Qa5 Kb8 Qc7+ Kg3 gxh3 Kxh3 Qf5+
intermediate-0636,mismatch,1,2,Qg7,Qg7 Kg8
intermediate-0637,match,6,6,Bxe7 Qxe7 Kxe7 Nxe4 dxe4 Qxe4+,Bxe7 Qxe7 Kxe7 Nxe4 dxe4 Qxe4+
intermediate-0638,match,5,5,Bxf7+ Kxf7 Qb3+ Re6 Qxd3,Bxf7+ Kxf7 Qb3+ Re6 Qxd3
intermediate-0639,match,7,7,Na4 Bxd4 Bxd4 bxa4 Qxb2 Bxb2 Bxd4,Na4 Bxd4 Bxd4 bxa4 Qxb2 Bxb2 Bxd4
intermediate-0640,mismatch,5,6,Nxf2 Rb7 a Kxf2 Rxd1,Nxf2 Rb7 Kxf2 Rxd1 Qxd5 Nxd1
intermediate-0641,mismatch,4,7,Bxc6 hxg4 fxg4 Bxc6,Bxc6 hxg4 fxg4 Bxc6 Kg7 Rxc6 d7+
intermediate-0642,mismatch,4,9,Qxg6 Ne7+ Qxe7 Qxg6,Qxg6 Ne7+ Qxe7 Qxg6 Qxg6 Ne7+ Kf7 Nxg6 Kxg6+
intermediate-0643,mismatch,1,15,Nxg3,Nxg3 Ng5 Nd2 Rxe8+ Nc3 bxc3 hxg3 c2 Rxe8 hxg3 Re1+ Kh2 Qe2+ Kh3 Rh1#
intermediate-0644,mismatch,1,3,Bf6,Bf6 e5 Bxe5
intermediate-0645,mismatch,3,7,Bxh3 Kxh3 Nxe4,Bxh3 Kxh3 Nxe4 Nxe4 Qf5+ Kh2 Qxe4
intermediate-0646,mismatch,1,20,Ba4,Ba4 g4 g6 Bd7 Rd7+ e6 Rh3 h6 g6 e6 Qxe6 Re1+ Bd1 Qxe6 Qd8+ Re1+ Qe8 Qxe8+ Bxe8 Bxe8+
intermediate-0647,match,5,5,Rxg5+ Rxf6 Kf7 fxg5 Qxf8#,Rxg5+ Rxf6 Kf7 fxg5 Qxf8#
intermediate-0648,mismatch,1,7,Nxe5,Nxe5 Qxe5 Bg3 Qe7 e5 Rd7 Rxf6+
intermediate-0649,mismatch,1,16,Bf1,Bf1 Bh3 Rd7 Qf1 g6 Rxe4 fxe4 Bxd7 Qxd7 Qc4+ Qf7 Qxf7+ Kxf7 Rxc5 Kh8 Bc4+
intermediate-0650,mismatch,3,3,Nxd5 exd5 Qxe8,Nxd5 exd5 Qxe8+
intermediate-0651,mismatch,1,13,Bxe6,Bxe6 Rxf7 Rxf7 Bxe6 Rxf1+ Qxf1 Qe7 Bh5 Nh8 fxe6 Nh8 Qg4 Qg4
intermediate-0652,mismatch,5,10,Qxd1 Nf3+ Rxf3 Qxd1+ Kg2,Qxd1 Nf3+ Rxf3 Qxd1+ Kg2 Rxd1 Nf3+ Kg2 Nxh4+ Bxh4
intermediate-0653,mismatch,4,7,Nxh3+ gxh3 Kh2 Nxf2,Nxh3+ gxh3 Kh2 Nxf2 Nf3+ Kh1 Nxe1
intermediate-0654,mismatch,3,3,Nxg7 Kxg7 g5,Nxg7 Kxg7 g5+
intermediate-0655,match,8,8,Nxe5 Nh2 Ng4 Qh3 Ng4 Bxg4 fxg4 Nxd7,Nxe5 Nh2 Ng4 Qh3 Ng4 Bxg4 fxg4 Nxd7
intermediate-0656,mismatch,1,19,Rxg6+,Rxg6+ Rxd2 Qxd2 Rxg6+ fxg6 Kf8 Rxh6 Rg8+ Kxg8 Qg4+ Kf8 Qxc8+ Ke7 Rf1 Qb7+ Kh8 Kg8 Bb3+ Qxc8+
intermediate-0657,mismatch,2,6,Ne7+ Qb5,Ne7+ Qb5+ Qxe7 Qa6+ Kg7 Qxc8+
intermediate-0658,mismatch,1,14,Bd3,Bd3 Nf5 Qc3 Qh4 Kg1 Bxf1 Rc8 Kxf1 Qh3+ Kf2 Qg2# Nxf1 Ne2+ Bb5
intermediate-0659,match,1,1,e5,e5
intermediate-0660,mismatch,4,8,Bxd2 Qxd2 Qxg3+ Rxe4,Bxd2 Qxd2 Qxg3+ Rxe4 Kxg3 Nxe4+ Kf4 Nxd2
intermediate-0661,mismatch,1,5,Bxf7,Bxf7 Rxf7 Ne6+ Kg8 Nxc7+
intermediate-0662,mismatch,5,5,Bd3 Qd5 Bh7+ Kxh7 Rxd5,Bd3 Qd5 Bh7+ Kxh7 Rxd5+
intermediate-0663,mismatch,1,15,f4,f4 gxf4 gxf4 Bb2 Rxd6 Bxb2 Qxb2 Rxd6 Qb1+ Kh2 Qxf5 Rxh6+ Re8 Qxd6 Bxc5+
intermediate-0664,mismatch,9,9,Rh7+ Qh6+ Kf7 Qh7+ Ke6 Kxh7 Nxf6+ Kg7 Nxg4,Rh7+ Qh6+ Kf7 Qh7+ Ke6 Kxh7 Nxf6+ Kg7 Nxg4+
intermediate-0665,mismatch,1,8,Nxd6,Nxd6 hxg5 Qxd6 Bxe7 Qxe7 d6+ Qf7 Bd5+
intermediate-0666,mismatch,1,10,Rxg6,Rxg6 Nxg6 Rxf6 Bxf6 Bxg6 Qh5 Bxg6 Nxg6 Nxg6 Bxd4+
intermediate-0667,match,3,3,Ng4+ hxg4 Rf1,Ng4+ hxg4 Rf1
intermediate-0668,mismatch,5,4,Nd5 exd5 a Qxd6 Nf6+,Nd5 exd5 Qxd6 Nf6+
intermediate-0669,mismatch,1,3,Nxf6,Nxf6 gxf6 Qxf6+
intermediate-0670,mismatch,1,18,f4,f4 Ng3+ hxg3 Rh6# Rab1 Rb6 Qxa7 Ng3+ hxg3 Rh6+ Bxh6 Qxa7 Rxb5 gxh6 Be3 Qe5 Qxe3 Bxc4+
intermediate-0671,mismatch,3,11,Nxb5 axb5 Qh5+,Nxb5 axb5 Qh5+ Rxa8+ Qf7 Rxa8+ Bxa8 Rd8+ Kxd8 Qxf7 gxh4
intermediate-0672,mismatch,5,10,Bd5+ Kg3 Ne2+ Kh3 Nxf4+,Bd5+ Kg3 Ne2+ Kh3 Nxf4+ Bf2 Nxf4# Nxg1# Kg3 Ne2+
intermediate-0673,mismatch,1,4,Nf3+,Nf3+ Qb5 gxf3 Qg5+
intermediate-0674,match,4,4,Rg8+ Kh7 Rxg8 Qxh6#,Rg8+ Kh7 Rxg8 Qxh6#
intermediate-0675,mismatch,1,5,Qc4,Qc4 Qxc4 Rh1+ Kg8 Rh8#
intermediate-0676,mismatch,5,8,Bf4 Qxf4 Qb6+ Qb5+ Ka7,Bf4 Qxf4 Qb6+ Qb5+ Ka7 Kc8 Ka8 Qxd8+
intermediate-0677,mismatch,2,12,Nxg6+ Rc1,Nxg6+ Rc1 Qxd6 fxg6 Rd8+ Qxg6 cxd1=Q+ Rxd1 Qf8 Kg7 Kh7 Rc1
intermediate-0678,match,1,1,Rf4,Rf4
intermediate-0679,match,4,4,Rxe4 Rxe4 fxe4 Bg4,Rxe4 Rxe4 fxe4 Bg4
intermediate-0680,mismatch,1,11,Nxd5,Nxd5 Nc7 Nxf6+ Qxf6 Bxb7 Bxd5 Bd8 Nf6+ Nc7 Nf4 Qd6+
intermediate-0681,mismatch,4,4,e6 Bxe6 Qxe6 Ng5,e6 Bxe6 Qxe6 Ng5+
intermediate-0682,match,4,4,Bxg7 Qxd5 Bxg7 Ne7+,Bxg7 Qxd5 Bxg7 Ne7+
intermediate-0683,match,4,4,Nxe3 Bxe3 Rxe3 Qxf4+,Nxe3 Bxe3 Rxe3 Qxf4+
intermediate-0684,match,3,3,Ng6 fxg6 Bxd5,Ng6 fxg6 Bxd5
intermediate-0685,mismatch,1,4,Rc7,Rc7 Rd1 Ra1 Rc2
intermediate-0686,mismatch,1,4,Rxd3,Rxd3 exd3 Qxd3 Qc8
intermediate-0687,match,4,4,Bxe6+ Kxe6 Nxe6 Qd7#,Bxe6+ Kxe6 Nxe6 Qd7#
intermediate-0688,match,1,1,b4,b4
intermediate-0689,mismatch,2,7,Ng5 Bc8,Ng5 Bc8 Rh3+ Rh6 Nf7+ Rxg5 Qh4+
intermediate-0690,mismatch,1,9,Kf3,Kf3 gxh4 Ke7 h3 Kg4 Bg1 Kxh3 Bxf2 Bd2
intermediate-0691,mismatch,1,3,Bxa4,Bxa4 Qxa4 Qxe4
intermediate-0692,match,6,6,Rxh5 Rf8 Rxh5 Qg8+ Ke7 exd6+,Rxh5 Rf8 Rxh5 Qg8+ Ke7 exd6+
intermediate-0693,mismatch,1,10,e7+,e7+ Qh8+ Ke7 Rxf7+ Qf6+ Ke8 Kd6 Kg8 Rxe7 Qh8#
intermediate-0694,mismatch,1,5,Rxa8,Rxa8 Rxa8 Rxa8 Qxa8 Bxg5+
intermediate-0695,mismatch,6,8,Nxe4 Qxe4 Bxc3 Bg5 bxc3 Bf5,Nxe4 Qxe4 Bxc3 Bg5 bxc3 Bf5 Qe2 Bxb1
intermediate-0696,mismatch,3,5,Bc7 Rxc7 Qe5,Bc7 Rxc7 Qe5 Kf8 Qxc7
intermediate-0697,mismatch,2,4,Bh3 Bh1,Bh3 Bh1 Bxh3 Rxe4#
intermediate-0698,mismatch,4,11,Nxd6 Rxg5+ Qxg5 Rg2,Nxd6 Rxg5+ Qxg5 Rg2 Qxg2+ Kxg2 Rxa5 Nxa5 Rxa5 Rxd6 Qxa8+
intermediate-0699,match,3,3,Rxg7+ Kxg7 Ne4+,Rxg7+ Kxg7 Ne4+
intermediate-0700,mismatch,1,5,Rxe7,Rxe7 Rxe7 d6 Qc4 b3
intermediate-0701,match,5,5,Rxd5 cxd5 Rxc5 Nxc5 Nxd5,Rxd5 cxd5 Rxc5 Nxc5 Nxd5
intermediate-0702,mismatch,1,7,Nxf7,Nxf7 Qxf7+ Qxf7 Nxf7 Nxc3 Qxf7 Rd1
intermediate-0703,match,1,1,Bc7,Bc7
intermediate-0704,mismatch,1,5,Bf5,Bf5 gxf5 Qg5+ Rg6 hxg6+
intermediate-0705,match,4,4,Rc1 Qd3 Qb3 Bd5,Rc1 Qd3 Qb3 Bd5
intermediate-0706,mismatch,1,16,Rxh6,Rxh6 Kxh6 Rh8 Rxh8 Rh1+ Kg7 Qh7+ Kf6 f4 Qh6+ Ke5 Qh2+ Kf6 Ne4+ Kg7 Qh7#
intermediate-0707,mismatch,3,9,Rc1+ Qxc1 Qxh2,Rc1+ Qxc1 Qxh2 Rf1 g4 Qxg3+ Rf2 Kd2 Qg2+
intermediate-0708,mismatch,1,5,Rxa2,Rxa2 Rxa2 Qb1+ Kh2 Qxa2
intermediate-0709,match,1,1,Rxh7+,Rxh7+
intermediate-0710,mismatch,1,5,Ra2,Ra2 Qb7 Qc4 Rxd5 Rxc2
intermediate-0711,match,5,5,Nxh7 Kxh7 Qh4+ Kg8 Bxe7,Nxh7 Kxh7 Qh4+ Kg8 Bxe7
intermediate-0712,mismatch,4,7,Rxg7+ Kxg7 Kh8 Rh7+,Rxg7+ Kxg7 Kh8 Rh7+ Rf7+ Kh8 N5g6#
intermediate-0713,mismatch,1,5,Nf3,Nf3 Qxb2 Qh2# Qxf3 Qxb2
intermediate-0714,mismatch,7,9,Nxf3+ Bxf3 Rxe5 dxe5 Qxf3 Qxf3 Qxe1+,Nxf3+ Bxf3 Rxe5 dxe5 Qxf3+ Qxf3 Qxe1+ Rxe1 Bxf3
intermediate-0715,mismatch,2,8,Nf8+ f5,Nf8+ f5 h5 Kg8 Rxf8 Qg6+ Kh8 Qxg7#
intermediate-0716,mismatch,2,4,Bxh6 gxh6,Bxh6 gxh6 Rxc3+ Qg4
intermediate-0717,mismatch,2,12,Nbxc5 Nexc5,Nbxc5 Nexc5 bxc5 Rxa6+ Bb6 Bxc5 Bxb3 bxc5 Bc8+ Rxa6+ Kd7 Nxc5+
intermediate-0718,mismatch,4,9,Rxe5 Bxe5 dxe5 Rxe5,Rxe5 Bxe5 dxe5 Rxe5 dxe5 Bxe5 Qe7 Qxe5 Qxa7+
intermediate-0719,mismatch,1,6,d7,d7 Ra1 Kf8 Qd6 Nxd7 Qe8+
intermediate-0720,mismatch,4,12,Nxf2 Rf1 Nxf2 Qe2,Nxf2 Rf1 Nxf2 Qe2 Rxf2+ Kxf2 Qd4+ Kg2 Qxa1 Ne4 Rf1 Bh6
intermediate-0721,mismatch,1,30,f4+,f4+ Be7 Ne8 Kxf4 Bc7+ Rf1+ Ke5 Bc7+ Ke6 Bc4+ Ke7 Rxf7+ Ke8 Bd6 Re7+ Bxg8 Rf1 Kg5 Ke3 Bg3 d3 Rg1+ Kf6 e5+ Bd6+ Ke6 Ke7 Bd6+ Kd8 Ne4
intermediate-0722,mismatch,1,27,Nxd5,Nxd5 exf6 Rxf6 gxf6 Nxe6+ Kf7 Qh5+ Kxe6 Qxd5# Qh4 Qh3 Rf5 Qh7+ Kf6 g4 Rxg5 fxg5+ Ke5 Qg6 Ba6 Rf7 Qe8 Rd1 exd5 f5+ Bxf5 Qxf5+
intermediate-0723,match,1,1,Rxf7,Rxf7
intermediate-0724,mismatch,1,12,Rxc3,Rxc3 fxg6 Rh8+ Qxc3 Qxc3 bxc3 Qh6 Qd4 Rh3 Rh8+ Qxb4 Rxh1+
intermediate-0725,mismatch,1,7,Bc7,Bc7 Nf4+ Kf1 Qxf4 Qxd7 Rxc7 Re8+
intermediate-0726,mismatch,1,3,Nxc3,Nxc3 Qxc3 Nxd4
intermediate-0727,mismatch,1,22,Rxf7,Rxf7 Bxf7+ Kh8 Rc1+ h5 Rc4 Rf5+ Kh7 Rxc4 Rxf8+ Kxf8 Qxc4 Qf1 Rf1+ Kh8 h5 Rxf1+ Rxf1+ Qxd5 Rxf8+ Kxf8 exd5+
intermediate-0728,mismatch,4,4,e5 Ne8 Nh5 g4,e5 Ne8 Nh5 g4+
intermediate-0729,mismatch,1,11,Bb3,Bb3 Rb8 Be6 a5 a4 h6 h3 g5 g4 fxg4 hxg4
intermediate-0730,mismatch,1,7,Ra2,Ra2 b2 Kf1 Rxa2 Qxa2 Re2 Rxc3
intermediate-0731,mismatch,1,8,Bg5,Bg5 hxg5 hxg5 Qxg5 Nf4 gxf6 Nxe2 fxe7+
intermediate-0732,mismatch,1,16,Bh6,Bh6 Nd6+ Kd7 Ke7 Bh6+ Bh6 Bf4 Kxd6 Rhe1 Bxh6 Qxe5 Qc7 Qc7 Bxg7 Kxg7 Qxe5+
intermediate-0733,mismatch,1,6,e6,e6 f6+ fxe6 Be5 Nh7 fxg6+
intermediate-0734,mismatch,1,10,Rf6,Rf6 e5 f5 Kg8 h6 e5 Bxf6 e5 Qxe5 Qxh7#
intermediate-0735,mismatch,1,11,Bc5,Bc5 Rxe7 Rxe7 Bc5 Qf4+ Qb7 g3 Qxf2+ Qf4+ Bxc5 Qf7#
intermediate-0736,mismatch,1,18,Qc5+,Qc5+ Nf6 Qxf8+ Ng8 Qxg8# Ne7 Bxe7+ Kh1 Nf6 Bxf6 Bxc8 Nxe5 Qe6 Neg4 exf6 Bxe6 Qxe6 Qxg5
intermediate-0737,mismatch,1,4,f4,f4 f5+ exf4 Qxh5+
intermediate-0738,mismatch,2,4,Nxa6 Bxh3,Nxa6 Bxh3 bxa6 Rxc6+
intermediate-0739,mismatch,4,11,Nxa5 Nf6+ Ke7 Nxa5,Nxa5 Nf6+ Ke7 Nxa5 Rc7 bxa5 Nf6+ Ke7 Rb7+ Rd7 Rxd7#
intermediate-0740,mismatch,1,28,Bg5,Bg5 g4 d5 Ba2 dxe4 dxe4 Qd4 g5 Bxe4 Ne2 g5 g6 fxg6 fxg6 Qg4+ Bxh6 gxh6 Qxh6 Bg7 Qg5 Nc6 f6 Nd5 Qxg5 hxg5 d5 hxg5 hxg5
intermediate-0741,mismatch,5,13,Qh6 hxg6 fxg6 Rxh7 Rxh7,Qh6 hxg6 fxg6 Rxh7 Rxh7 Be4 Qf8 Qxh7+ Kxh7 hxg6+ Kxg6 Kg8 Rh8#
